formula,formulaA,formulaB,stable
Pa0.5 Ni0.5,Pa,Ni,0
Hg0.5 Ni0.5,Hg,Ni,0
Mg0.5 Ni0.5,Mg,Ni,0
As0.5 Ni0.5,As,Ni,0
Cd0.5 Ni0.5,Cd,Ni,1
Li0.5 Ni0.5,Li,Ni,0
U0.5 Ni0.5,U,Ni,0
Si0.5 Ni0.5,Si,Ni,1
Ga0.5 Ni0.5,Ga,Ni,0
Ta0.5 Ni0.5,Ta,Ni,0
Ti0.5 Ni0.5,Ti,Ni,1
Pd0.5 Ni0.5,Pd,Ni,0
Os0.5 Ni0.5,Os,Ni,0
Cu0.5 Ni0.5,Cu,Ni,0
Co0.5 Ni0.5,Co,Ni,0
Be0.5 Ni0.5,Be,Ni,1
He0.5 C0.5,He,C,0
Cs0.5 C0.5,Cs,C,0
K0.5 C0.5,K,C,0
Sr0.5 C0.5,Sr,C,0
Ca0.5 C0.5,Ca,C,0
Br0.5 C0.5,Br,C,0
Ac0.5 C0.5,Ac,C,0
Nd0.5 C0.5,Nd,C,0
Sm0.5 C0.5,Sm,C,0
Te0.5 C0.5,Te,C,0
Pm0.5 C0.5,Pm,C,0
Gd0.5 C0.5,Gd,C,0
Y0.5 C0.5,Y,C,0
Sb0.5 C0.5,Sb,C,0
Tm0.5 C0.5,Tm,C,0
Tl0.5 C0.5,Tl,C,0
Se0.5 C0.5,Se,C,0
Sn0.5 C0.5,Sn,C,0
In0.5 C0.5,In,C,0
Sc0.5 C0.5,Sc,C,0
Hg0.5 C0.5,Hg,C,0
Mg0.5 C0.5,Mg,C,0
Cd0.5 C0.5,Cd,C,0
Li0.5 C0.5,Li,C,0
U0.5 C0.5,U,C,1
Si0.5 C0.5,Si,C,1
Ga0.5 C0.5,Ga,C,0
Ta0.5 C0.5,Ta,C,1
Nb0.5 C0.5,Nb,C,1
Au0.5 C0.5,Au,C,0
W0.5 C0.5,W,C,1
Ir0.5 C0.5,Ir,C,0
Os0.5 C0.5,Os,C,0
V0.5 C0.5,V,C,1
Mn0.5 C0.5,Mn,C,0
Cu0.5 C0.5,Cu,C,0
Ni0.5 C0.5,Ni,C,0
Be0.5 C0.5,Be,C,0
Ne0.5 Be0.5,Ne,Be,0
Cs0.5 Be0.5,Cs,Be,0
Ba0.5 Be0.5,Ba,Be,0
I0.5 Be0.5,I,Be,0
Na0.5 Be0.5,Na,Be,0
La0.5 Be0.5,La,Be,0
Ar0.5 Be0.5,Ar,Be,0
Nd0.5 Be0.5,Nd,Be,0
Te0.5 Be0.5,Te,Be,1
Y0.5 Be0.5,Y,Be,0
P0.5 Be0.5,P,Be,0
Ge0.5 Be0.5,Ge,Be,0
As0.5 Be0.5,As,Be,0
Si0.5 Be0.5,Si,Be,0
Ga0.5 Be0.5,Ga,Be,0
Np0.5 Be0.5,Np,Be,0
W0.5 Be0.5,W,Be,0
Mo0.5 Be0.5,Mo,Be,0
Pt0.5 Be0.5,Pt,Be,0
Zn0.5 Be0.5,Zn,Be,0
Tc0.5 Be0.5,Tc,Be,0
Ru0.5 Be0.5,Ru,Be,0
Cr0.5 Be0.5,Cr,Be,0
Fe0.5 Be0.5,Fe,Be,0
B0.5 Be0.5,B,Be,0
He0.5 B0.5,He,B,0
Cs0.5 B0.5,Cs,B,0
Ba0.5 B0.5,Ba,B,0
Ca0.5 B0.5,Ca,B,0
I0.5 B0.5,I,B,0
Br0.5 B0.5,Br,B,0
Bi0.5 B0.5,Bi,B,0
Pr0.5 B0.5,Pr,B,0
Nd0.5 B0.5,Nd,B,0
Sm0.5 B0.5,Sm,B,0
Th0.5 B0.5,Th,B,0
Dy0.5 B0.5,Dy,B,0
Ho0.5 B0.5,Ho,B,0
Lu0.5 B0.5,Lu,B,0
Tl0.5 B0.5,Tl,B,0
Sc0.5 B0.5,Sc,B,0
Ge0.5 B0.5,Ge,B,0
Cd0.5 B0.5,Cd,B,0
Li0.5 B0.5,Li,B,1
U0.5 B0.5,U,B,0
Ga0.5 B0.5,Ga,B,0
Np0.5 B0.5,Np,B,0
Nb0.5 B0.5,Nb,B,1
Ag0.5 B0.5,Ag,B,0
Al0.5 B0.5,Al,B,0
Mo0.5 B0.5,Mo,B,1
Pd0.5 B0.5,Pd,B,0
Tc0.5 B0.5,Tc,B,0
Cr0.5 B0.5,Cr,B,1
Cu0.5 B0.5,Cu,B,0
Fe0.5 B0.5,Fe,B,1
Ni0.5 B0.5,Ni,B,0
C0.5 B0.5,C,B,0
Ne0.4 He0.6,Ne,He,0
Cs0.4 He0.6,Cs,He,0
K0.4 He0.6,K,He,0
Ba0.4 He0.6,Ba,He,0
Sr0.4 He0.6,Sr,He,0
Br0.4 He0.6,Br,He,0
Na0.4 He0.6,Na,He,0
La0.4 He0.6,La,He,0
Pr0.4 He0.6,Pr,He,0
Ce0.4 He0.6,Ce,He,0
Te0.4 He0.6,Te,He,0
Pm0.4 He0.6,Pm,He,0
Gd0.4 He0.6,Gd,He,0
Y0.4 He0.6,Y,He,0
Tb0.4 He0.6,Tb,He,0
Dy0.4 He0.6,Dy,He,0
Lu0.4 He0.6,Lu,He,0
Tl0.4 He0.6,Tl,He,0
Sn0.4 He0.6,Sn,He,0
Sc0.4 He0.6,Sc,He,0
Mg0.4 He0.6,Mg,He,0
Li0.4 He0.6,Li,He,0
U0.4 He0.6,U,He,0
Np0.4 He0.6,Np,He,0
Ta0.4 He0.6,Ta,He,0
Nb0.4 He0.6,Nb,He,0
Mo0.4 He0.6,Mo,He,0
Pt0.4 He0.6,Pt,He,0
Re0.4 He0.6,Re,He,0
Pd0.4 He0.6,Pd,He,0
Ir0.4 He0.6,Ir,He,0
V0.4 He0.6,V,He,0
Ru0.4 He0.6,Ru,He,0
Mn0.4 He0.6,Mn,He,0
Be0.4 He0.6,Be,He,0
Cs0.4 Ne0.6,Cs,Ne,0
Sr0.4 Ne0.6,Sr,Ne,0
I0.4 Ne0.6,I,Ne,0
Br0.4 Ne0.6,Br,Ne,0
Pr0.4 Ne0.6,Pr,Ne,0
Sm0.4 Ne0.6,Sm,Ne,0
Pm0.4 Ne0.6,Pm,Ne,0
Gd0.4 Ne0.6,Gd,Ne,0
Th0.4 Ne0.6,Th,Ne,0
Sb0.4 Ne0.6,Sb,Ne,0
Tm0.4 Ne0.6,Tm,Ne,0
Tl0.4 Ne0.6,Tl,Ne,0
Se0.4 Ne0.6,Se,Ne,0
Sn0.4 Ne0.6,Sn,Ne,0
Sc0.4 Ne0.6,Sc,Ne,0
Pa0.4 Ne0.6,Pa,Ne,0
Hg0.4 Ne0.6,Hg,Ne,0
Mg0.4 Ne0.6,Mg,Ne,0
Cd0.4 Ne0.6,Cd,Ne,0
Si0.4 Ne0.6,Si,Ne,0
Np0.4 Ne0.6,Np,Ne,0
Ag0.4 Ne0.6,Ag,Ne,0
Zn0.4 Ne0.6,Zn,Ne,0
Ru0.4 Ne0.6,Ru,Ne,0
Cr0.4 Ne0.6,Cr,Ne,0
Cu0.4 Ne0.6,Cu,Ne,0
Fe0.4 Ne0.6,Fe,Ne,0
C0.4 Ne0.6,C,Ne,0
B0.4 Ne0.6,B,Ne,0
He0.4 Ar0.6,He,Ar,0
Ne0.4 Ar0.6,Ne,Ar,0
Kr0.4 Ar0.6,Kr,Ar,0
Ba0.4 Ar0.6,Ba,Ar,0
I0.4 Ar0.6,I,Ar,0
La0.4 Ar0.6,La,Ar,0
Xe0.4 Ar0.6,Xe,Ar,0
Bi0.4 Ar0.6,Bi,Ar,0
Pr0.4 Ar0.6,Pr,Ar,0
Nd0.4 Ar0.6,Nd,Ar,0
Pm0.4 Ar0.6,Pm,Ar,0
Y0.4 Ar0.6,Y,Ar,0
Er0.4 Ar0.6,Er,Ar,0
Sb0.4 Ar0.6,Sb,Ar,0
P0.4 Ar0.6,P,Ar,0
Sc0.4 Ar0.6,Sc,Ar,0
Pa0.4 Ar0.6,Pa,Ar,0
Ta0.4 Ar0.6,Ta,Ar,0
Al0.4 Ar0.6,Al,Ar,0
W0.4 Ar0.6,W,Ar,0
Zn0.4 Ar0.6,Zn,Ar,0
Tc0.4 Ar0.6,Tc,Ar,0
Ir0.4 Ar0.6,Ir,Ar,0
Cu0.4 Ar0.6,Cu,Ar,0
B0.4 Ar0.6,B,Ar,0
Ne0.4 Kr0.6,Ne,Kr,0
K0.4 Kr0.6,K,Kr,0
Yb0.4 Kr0.6,Yb,Kr,0
Nd0.4 Kr0.6,Nd,Kr,0
Sm0.4 Kr0.6,Sm,Kr,0
Er0.4 Kr0.6,Er,Kr,0
Sb0.4 Kr0.6,Sb,Kr,0
Lu0.4 Kr0.6,Lu,Kr,0
Tl0.4 Kr0.6,Tl,Kr,0
P0.4 Kr0.6,P,Kr,0
Se0.4 Kr0.6,Se,Kr,0
S0.4 Kr0.6,S,Kr,0
Pa0.4 Kr0.6,Pa,Kr,0
Ga0.4 Kr0.6,Ga,Kr,0
W0.4 Kr0.6,W,Kr,0
Mo0.4 Kr0.6,Mo,Kr,0
Zn0.4 Kr0.6,Zn,Kr,0
Tc0.4 Kr0.6,Tc,Kr,0
Rh0.4 Kr0.6,Rh,Kr,0
Mn0.4 Kr0.6,Mn,Kr,0
Fe0.4 Kr0.6,Fe,Kr,0
Co0.4 Kr0.6,Co,Kr,0
Ni0.4 Kr0.6,Ni,Kr,0
C0.4 Kr0.6,C,Kr,0
Be0.4 Kr0.6,Be,Kr,0
Ne0.4 Xe0.6,Ne,Xe,0
Kr0.4 Xe0.6,Kr,Xe,0
Ba0.4 Xe0.6,Ba,Xe,0
Sr0.4 Xe0.6,Sr,Xe,0
Na0.4 Xe0.6,Na,Xe,0
Bi0.4 Xe0.6,Bi,Xe,0
Ce0.4 Xe0.6,Ce,Xe,0
Pm0.4 Xe0.6,Pm,Xe,0
Gd0.4 Xe0.6,Gd,Xe,0
Y0.4 Xe0.6,Y,Xe,0
Th0.4 Xe0.6,Th,Xe,0
Dy0.4 Xe0.6,Dy,Xe,0
Pb0.4 Xe0.6,Pb,Xe,0
P0.4 Xe0.6,P,Xe,0
Sn0.4 Xe0.6,Sn,Xe,0
Hg0.4 Xe0.6,Hg,Xe,0
Zr0.4 Xe0.6,Zr,Xe,0
Mg0.4 Xe0.6,Mg,Xe,0
Ge0.4 Xe0.6,Ge,Xe,0
Si0.4 Xe0.6,Si,Xe,0
Np0.4 Xe0.6,Np,Xe,0
Ta0.4 Xe0.6,Ta,Xe,0
Ag0.4 Xe0.6,Ag,Xe,0
W0.4 Xe0.6,W,Xe,0
Mo0.4 Xe0.6,Mo,Xe,0
Pt0.4 Xe0.6,Pt,Xe,0
Zn0.4 Xe0.6,Zn,Xe,0
Re0.4 Xe0.6,Re,Xe,0
Pd0.4 Xe0.6,Pd,Xe,0
Ir0.4 Xe0.6,Ir,Xe,0
Os0.4 Xe0.6,Os,Xe,0
V0.4 Xe0.6,V,Xe,0
Rh0.4 Xe0.6,Rh,Xe,0
Cr0.4 Xe0.6,Cr,Xe,0
Ni0.4 Xe0.6,Ni,Xe,0
C0.4 Xe0.6,C,Xe,0
Be0.4 Xe0.6,Be,Xe,0
B0.4 Xe0.6,B,Xe,0
K0.4 Cs0.6,K,Cs,0
Ba0.4 Cs0.6,Ba,Cs,0
Sr0.4 Cs0.6,Sr,Cs,0
Yb0.4 Cs0.6,Yb,Cs,0
Ca0.4 Cs0.6,Ca,Cs,0
Br0.4 Cs0.6,Br,Cs,0
Na0.4 Cs0.6,Na,Cs,0
Xe0.4 Cs0.6,Xe,Cs,0
Bi0.4 Cs0.6,Bi,Cs,0
Ce0.4 Cs0.6,Ce,Cs,0
Y0.4 Cs0.6,Y,Cs,0
Tb0.4 Cs0.6,Tb,Cs,0
Ho0.4 Cs0.6,Ho,Cs,0
Lu0.4 Cs0.6,Lu,Cs,0
Se0.4 Cs0.6,Se,Cs,1
S0.4 Cs0.6,S,Cs,0
In0.4 Cs0.6,In,Cs,1
Pa0.4 Cs0.6,Pa,Cs,0
Zr0.4 Cs0.6,Zr,Cs,0
Mg0.4 Cs0.6,Mg,Cs,0
As0.4 Cs0.6,As,Cs,1
U0.4 Cs0.6,U,Cs,0
Np0.4 Cs0.6,Np,Cs,0
Nb0.4 Cs0.6,Nb,Cs,0
Ti0.4 Cs0.6,Ti,Cs,0
W0.4 Cs0.6,W,Cs,0
Mo0.4 Cs0.6,Mo,Cs,0
Zn0.4 Cs0.6,Zn,Cs,0
Rh0.4 Cs0.6,Rh,Cs,0
He0.4 Rb0.6,He,Rb,0
Ne0.4 Rb0.6,Ne,Rb,0
Kr0.4 Rb0.6,Kr,Rb,0
Cs0.4 Rb0.6,Cs,Rb,0
Sr0.4 Rb0.6,Sr,Rb,0
Eu0.4 Rb0.6,Eu,Rb,0
I0.4 Rb0.6,I,Rb,0
Br0.4 Rb0.6,Br,Rb,0
Ac0.4 Rb0.6,Ac,Rb,0
Ar0.4 Rb0.6,Ar,Rb,0
Gd0.4 Rb0.6,Gd,Rb,0
Tb0.4 Rb0.6,Tb,Rb,0
Dy0.4 Rb0.6,Dy,Rb,0
Lu0.4 Rb0.6,Lu,Rb,0
Tl0.4 Rb0.6,Tl,Rb,1
P0.4 Rb0.6,P,Rb,1
Se0.4 Rb0.6,Se,Rb,1
In0.4 Rb0.6,In,Rb,1
Pa0.4 Rb0.6,Pa,Rb,0
Hg0.4 Rb0.6,Hg,Rb,0
Mg0.4 Rb0.6,Mg,Rb,0
Cd0.4 Rb0.6,Cd,Rb,0
Ti0.4 Rb0.6,Ti,Rb,0
Au0.4 Rb0.6,Au,Rb,1
Mo0.4 Rb0.6,Mo,Rb,0
Pt0.4 Rb0.6,Pt,Rb,0
Zn0.4 Rb0.6,Zn,Rb,0
Tc0.4 Rb0.6,Tc,Rb,0
Os0.4 Rb0.6,Os,Rb,0
Rh0.4 Rb0.6,Rh,Rb,0
Mn0.4 Rb0.6,Mn,Rb,0
Ni0.4 Rb0.6,Ni,Rb,0
C0.4 Rb0.6,C,Rb,0
Be0.4 Rb0.6,Be,Rb,0
B0.4 Rb0.6,B,Rb,0
Ne0.4 K0.6,Ne,K,0
Rb0.4 K0.6,Rb,K,0
Br0.4 K0.6,Br,K,0
La0.4 K0.6,La,K,0
Pm0.4 K0.6,Pm,K,0
Ho0.4 K0.6,Ho,K,0
Tm0.4 K0.6,Tm,K,0
Tl0.4 K0.6,Tl,K,1
P0.4 K0.6,P,K,1
Sc0.4 K0.6,Sc,K,0
Zr0.4 K0.6,Zr,K,0
Li0.4 K0.6,Li,K,0
U0.4 K0.6,U,K,0
Np0.4 K0.6,Np,K,0
Nb0.4 K0.6,Nb,K,0
Ag0.4 K0.6,Ag,K,0
Au0.4 K0.6,Au,K,1
W0.4 K0.6,W,K,0
Ir0.4 K0.6,Ir,K,0
Rh0.4 K0.6,Rh,K,0
Mn0.4 K0.6,Mn,K,0
Cr0.4 K0.6,Cr,K,0
Cu0.4 K0.6,Cu,K,0
Ne0.4 Ba0.6,Ne,Ba,0
Rb0.4 Ba0.6,Rb,Ba,0
Sr0.4 Ba0.6,Sr,Ba,0
Yb0.4 Ba0.6,Yb,Ba,0
Br0.4 Ba0.6,Br,Ba,0
Ac0.4 Ba0.6,Ac,Ba,0
Ce0.4 Ba0.6,Ce,Ba,0
Nd0.4 Ba0.6,Nd,Ba,0
Sm0.4 Ba0.6,Sm,Ba,0
Te0.4 Ba0.6,Te,Ba,0
Er0.4 Ba0.6,Er,Ba,0
Sb0.4 Ba0.6,Sb,Ba,1
Tm0.4 Ba0.6,Tm,Ba,0
P0.4 Ba0.6,P,Ba,1
In0.4 Ba0.6,In,Ba,0
Np0.4 Ba0.6,Np,Ba,0
Ta0.4 Ba0.6,Ta,Ba,0
Ti0.4 Ba0.6,Ti,Ba,0
Ag0.4 Ba0.6,Ag,Ba,0
Au0.4 Ba0.6,Au,Ba,0
Al0.4 Ba0.6,Al,Ba,1
W0.4 Ba0.6,W,Ba,0
V0.4 Ba0.6,V,Ba,0
Rh0.4 Ba0.6,Rh,Ba,0
Cr0.4 Ba0.6,Cr,Ba,0
Cu0.4 Ba0.6,Cu,Ba,0
Fe0.4 Ba0.6,Fe,Ba,0
Ni0.4 Ba0.6,Ni,Ba,0
C0.4 Ba0.6,C,Ba,0
Kr0.4 Sr0.6,Kr,Sr,0
Eu0.4 Sr0.6,Eu,Sr,0
Yb0.4 Sr0.6,Yb,Sr,0
I0.4 Sr0.6,I,Sr,0
Ar0.4 Sr0.6,Ar,Sr,0
Ce0.4 Sr0.6,Ce,Sr,0
Nd0.4 Sr0.6,Nd,Sr,0
Sm0.4 Sr0.6,Sm,Sr,0
Pm0.4 Sr0.6,Pm,Sr,0
Gd0.4 Sr0.6,Gd,Sr,0
Y0.4 Sr0.6,Y,Sr,0
Ho0.4 Sr0.6,Ho,Sr,0
Sb0.4 Sr0.6,Sb,Sr,1
Tm0.4 Sr0.6,Tm,Sr,0
Lu0.4 Sr0.6,Lu,Sr,0
Sn0.4 Sr0.6,Sn,Sr,1
Pa0.4 Sr0.6,Pa,Sr,0
Hg0.4 Sr0.6,Hg,Sr,0
Zr0.4 Sr0.6,Zr,Sr,0
Ge0.4 Sr0.6,Ge,Sr,0
U0.4 Sr0.6,U,Sr,0
Ti0.4 Sr0.6,Ti,Sr,0
W0.4 Sr0.6,W,Sr,0
Pt0.4 Sr0.6,Pt,Sr,0
Re0.4 Sr0.6,Re,Sr,0
Tc0.4 Sr0.6,Tc,Sr,0
Os0.4 Sr0.6,Os,Sr,0
V0.4 Sr0.6,V,Sr,0
Ru0.4 Sr0.6,Ru,Sr,0
Cu0.4 Sr0.6,Cu,Sr,0
Fe0.4 Sr0.6,Fe,Sr,0
Ni0.4 Sr0.6,Ni,Sr,0
Be0.4 Sr0.6,Be,Sr,0
B0.4 Sr0.6,B,Sr,0
Ne0.4 Eu0.6,Ne,Eu,0
Cs0.4 Eu0.6,Cs,Eu,0
K0.4 Eu0.6,K,Eu,0
Yb0.4 Eu0.6,Yb,Eu,0
Ca0.4 Eu0.6,Ca,Eu,0
Na0.4 Eu0.6,Na,Eu,0
La0.4 Eu0.6,La,Eu,0
Ac0.4 Eu0.6,Ac,Eu,0
Ar0.4 Eu0.6,Ar,Eu,0
Nd0.4 Eu0.6,Nd,Eu,0
Sm0.4 Eu0.6,Sm,Eu,0
Gd0.4 Eu0.6,Gd,Eu,0
Tb0.4 Eu0.6,Tb,Eu,0
Er0.4 Eu0.6,Er,Eu,0
Pb0.4 Eu0.6,Pb,Eu,0
Tm0.4 Eu0.6,Tm,Eu,0
Se0.4 Eu0.6,Se,Eu,0
S0.4 Eu0.6,S,Eu,0
Sn0.4 Eu0.6,Sn,Eu,0
In0.4 Eu0.6,In,Eu,0
Zr0.4 Eu0.6,Zr,Eu,0
U0.4 Eu0.6,U,Eu,0
W0.4 Eu0.6,W,Eu,0
Mo0.4 Eu0.6,Mo,Eu,0
Ir0.4 Eu0.6,Ir,Eu,0
Rh0.4 Eu0.6,Rh,Eu,0
Cr0.4 Eu0.6,Cr,Eu,0
Cu0.4 Eu0.6,Cu,Eu,0
Co0.4 Eu0.6,Co,Eu,0
C0.4 Eu0.6,C,Eu,0
Be0.4 Eu0.6,Be,Eu,0
B0.4 Eu0.6,B,Eu,0
He0.4 Yb0.6,He,Yb,0
Ne0.4 Yb0.6,Ne,Yb,0
K0.4 Yb0.6,K,Yb,0
Br0.4 Yb0.6,Br,Yb,0
La0.4 Yb0.6,La,Yb,0
Ar0.4 Yb0.6,Ar,Yb,0
Xe0.4 Yb0.6,Xe,Yb,0
Bi0.4 Yb0.6,Bi,Yb,0
Pm0.4 Yb0.6,Pm,Yb,0
Y0.4 Yb0.6,Y,Yb,0
Tb0.4 Yb0.6,Tb,Yb,0
Ho0.4 Yb0.6,Ho,Yb,0
Er0.4 Yb0.6,Er,Yb,0
Pb0.4 Yb0.6,Pb,Yb,0
Sb0.4 Yb0.6,Sb,Yb,0
Lu0.4 Yb0.6,Lu,Yb,0
Tl0.4 Yb0.6,Tl,Yb,0
Sn0.4 Yb0.6,Sn,Yb,0
In0.4 Yb0.6,In,Yb,0
Cd0.4 Yb0.6,Cd,Yb,0
Li0.4 Yb0.6,Li,Yb,0
Ga0.4 Yb0.6,Ga,Yb,0
Ag0.4 Yb0.6,Ag,Yb,0
W0.4 Yb0.6,W,Yb,0
Zn0.4 Yb0.6,Zn,Yb,0
Pd0.4 Yb0.6,Pd,Yb,0
Tc0.4 Yb0.6,Tc,Yb,0
V0.4 Yb0.6,V,Yb,0
Rh0.4 Yb0.6,Rh,Yb,0
Cr0.4 Yb0.6,Cr,Yb,0
Ni0.4 Yb0.6,Ni,Yb,0
Be0.4 Yb0.6,Be,Yb,0
B0.4 Yb0.6,B,Yb,0
Ne0.4 Ca0.6,Ne,Ca,0
K0.4 Ca0.6,K,Ca,0
Sr0.4 Ca0.6,Sr,Ca,0
Yb0.4 Ca0.6,Yb,Ca,0
I0.4 Ca0.6,I,Ca,0
Br0.4 Ca0.6,Br,Ca,0
La0.4 Ca0.6,La,Ca,0
Ac0.4 Ca0.6,Ac,Ca,0
Ar0.4 Ca0.6,Ar,Ca,0
Xe0.4 Ca0.6,Xe,Ca,0
Nd0.4 Ca0.6,Nd,Ca,0
Sm0.4 Ca0.6,Sm,Ca,0
Gd0.4 Ca0.6,Gd,Ca,0
Y0.4 Ca0.6,Y,Ca,0
Dy0.4 Ca0.6,Dy,Ca,0
Er0.4 Ca0.6,Er,Ca,0
Sb0.4 Ca0.6,Sb,Ca,0
Tm0.4 Ca0.6,Tm,Ca,0
Tl0.4 Ca0.6,Tl,Ca,0
P0.4 Ca0.6,P,Ca,1
Se0.4 Ca0.6,Se,Ca,0
S0.4 Ca0.6,S,Ca,0
Sn0.4 Ca0.6,Sn,Ca,0
Pa0.4 Ca0.6,Pa,Ca,0
Hg0.4 Ca0.6,Hg,Ca,0
Zr0.4 Ca0.6,Zr,Ca,0
Ge0.4 Ca0.6,Ge,Ca,0
As0.4 Ca0.6,As,Ca,1
Cd0.4 Ca0.6,Cd,Ca,0
Ga0.4 Ca0.6,Ga,Ca,1
Np0.4 Ca0.6,Np,Ca,0
Nb0.4 Ca0.6,Nb,Ca,0
Ag0.4 Ca0.6,Ag,Ca,0
Au0.4 Ca0.6,Au,Ca,1
W0.4 Ca0.6,W,Ca,0
Pt0.4 Ca0.6,Pt,Ca,0
Re0.4 Ca0.6,Re,Ca,0
Pd0.4 Ca0.6,Pd,Ca,0
Os0.4 Ca0.6,Os,Ca,0
Ru0.4 Ca0.6,Ru,Ca,0
Cr0.4 Ca0.6,Cr,Ca,0
Cu0.4 Ca0.6,Cu,Ca,0
Ni0.4 Ca0.6,Ni,Ca,0
Ba0.4 I0.6,Ba,I,0
Eu0.4 I0.6,Eu,I,0
Yb0.4 I0.6,Yb,I,0
La0.4 I0.6,La,I,0
Xe0.4 I0.6,Xe,I,0
Ce0.4 I0.6,Ce,I,0
Te0.4 I0.6,Te,I,0
Gd0.4 I0.6,Gd,I,0
Tb0.4 I0.6,Tb,I,0
Dy0.4 I0.6,Dy,I,0
Lu0.4 I0.6,Lu,I,0
Se0.4 I0.6,Se,I,0
Sn0.4 I0.6,Sn,I,0
In0.4 I0.6,In,I,0
Sc0.4 I0.6,Sc,I,0
Pa0.4 I0.6,Pa,I,0
Np0.4 I0.6,Np,I,0
Ti0.4 I0.6,Ti,I,0
Au0.4 I0.6,Au,I,0
Pt0.4 I0.6,Pt,I,0
Pd0.4 I0.6,Pd,I,0
Tc0.4 I0.6,Tc,I,0
Ru0.4 I0.6,Ru,I,0
Co0.4 I0.6,Co,I,0
Sr0.4 Br0.6,Sr,Br,0
Eu0.4 Br0.6,Eu,Br,0
I0.4 Br0.6,I,Br,0
Ac0.4 Br0.6,Ac,Br,0
Pr0.4 Br0.6,Pr,Br,0
Ce0.4 Br0.6,Ce,Br,0
Nd0.4 Br0.6,Nd,Br,0
Te0.4 Br0.6,Te,Br,0
Ho0.4 Br0.6,Ho,Br,0
Er0.4 Br0.6,Er,Br,0
Sb0.4 Br0.6,Sb,Br,0
Tm0.4 Br0.6,Tm,Br,0
Lu0.4 Br0.6,Lu,Br,0
Se0.4 Br0.6,Se,Br,0
In0.4 Br0.6,In,Br,0
Hg0.4 Br0.6,Hg,Br,0
As0.4 Br0.6,As,Br,0
Cd0.4 Br0.6,Cd,Br,0
U0.4 Br0.6,U,Br,0
Ga0.4 Br0.6,Ga,Br,0
Np0.4 Br0.6,Np,Br,0
Ta0.4 Br0.6,Ta,Br,0
Ti0.4 Br0.6,Ti,Br,0
Ag0.4 Br0.6,Ag,Br,0
Al0.4 Br0.6,Al,Br,0
Pt0.4 Br0.6,Pt,Br,0
Re0.4 Br0.6,Re,Br,0
V0.4 Br0.6,V,Br,0
Ru0.4 Br0.6,Ru,Br,0
Cu0.4 Br0.6,Cu,Br,0
Fe0.4 Br0.6,Fe,Br,0
Be0.4 Br0.6,Be,Br,0
Kr0.4 Na0.6,Kr,Na,0
K0.4 Na0.6,K,Na,0
Ba0.4 Na0.6,Ba,Na,0
La0.4 Na0.6,La,Na,0
Ac0.4 Na0.6,Ac,Na,0
Bi0.4 Na0.6,Bi,Na,0
Pr0.4 Na0.6,Pr,Na,0
Sm0.4 Na0.6,Sm,Na,0
Te0.4 Na0.6,Te,Na,0
Pm0.4 Na0.6,Pm,Na,0
Dy0.4 Na0.6,Dy,Na,0
Er0.4 Na0.6,Er,Na,0
P0.4 Na0.6,P,Na,0
S0.4 Na0.6,S,Na,0
Sc0.4 Na0.6,Sc,Na,0
Hg0.4 Na0.6,Hg,Na,0
Zr0.4 Na0.6,Zr,Na,0
Ge0.4 Na0.6,Ge,Na,0
Cd0.4 Na0.6,Cd,Na,0
Li0.4 Na0.6,Li,Na,0
U0.4 Na0.6,U,Na,0
Si0.4 Na0.6,Si,Na,0
Np0.4 Na0.6,Np,Na,0
Nb0.4 Na0.6,Nb,Na,0
Ag0.4 Na0.6,Ag,Na,0
Mo0.4 Na0.6,Mo,Na,0
Re0.4 Na0.6,Re,Na,0
Tc0.4 Na0.6,Tc,Na,0
Ir0.4 Na0.6,Ir,Na,0
Os0.4 Na0.6,Os,Na,0
V0.4 Na0.6,V,Na,0
Rh0.4 Na0.6,Rh,Na,0
Mn0.4 Na0.6,Mn,Na,0
Fe0.4 Na0.6,Fe,Na,0
C0.4 Na0.6,C,Na,0
B0.4 Na0.6,B,Na,0
Ne0.4 La0.6,Ne,La,0
Cs0.4 La0.6,Cs,La,0
Rb0.4 La0.6,Rb,La,0
Ba0.4 La0.6,Ba,La,0
Sr0.4 La0.6,Sr,La,0
Br0.4 La0.6,Br,La,0
Ac0.4 La0.6,Ac,La,0
Xe0.4 La0.6,Xe,La,0
Bi0.4 La0.6,Bi,La,0
Pr0.4 La0.6,Pr,La,0
Gd0.4 La0.6,Gd,La,0
Er0.4 La0.6,Er,La,0
Pb0.4 La0.6,Pb,La,0
Tm0.4 La0.6,Tm,La,0
Lu0.4 La0.6,Lu,La,0
P0.4 La0.6,P,La,0
S0.4 La0.6,S,La,1
Sc0.4 La0.6,Sc,La,0
Pa0.4 La0.6,Pa,La,0
Hg0.4 La0.6,Hg,La,0
Mg0.4 La0.6,Mg,La,0
Si0.4 La0.6,Si,La,0
Ga0.4 La0.6,Ga,La,0
Zn0.4 La0.6,Zn,La,0
Tc0.4 La0.6,Tc,La,0
Cr0.4 La0.6,Cr,La,0
Fe0.4 La0.6,Fe,La,0
C0.4 La0.6,C,La,1
B0.4 La0.6,B,La,0
He0.4 Ac0.6,He,Ac,0
Ne0.4 Ac0.6,Ne,Ac,0
Sr0.4 Ac0.6,Sr,Ac,0
Yb0.4 Ac0.6,Yb,Ac,0
I0.4 Ac0.6,I,Ac,0
